hexid,url,name,author,platform,arch,language,difficulty,has_unique_flag,flag,no_flag_reason,verifier_recovered,verifier_safety,verifier_interface,verifier_self_test_pass,obfuscation_classes,antidebug_methods,packers,controlflow_methods,antidisasm_methods,crypto_methods,encryption_methods,label_confidence
5ab77f5833c5d40ad448c394,https://crackmes.one/crackme/5ab77f5833c5d40ad448c394,keygenme1 by darkmaster2,crackmes.de,Unspecified/other,x86,Unspecified/other,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f6133c5d40ad448c8df,https://crackmes.one/crackme/5ab77f6133c5d40ad448c8df,white_crackme by hmx0101,crackmes.de,Windows,x86,Unspecified/other,2.0,False,,keygen_algorithmic,none,safe,name+serial,False,,,,,,,,high
612e85d833c5d41acedffa4f,https://crackmes.one/crackme/612e85d833c5d41acedffa4f,PleaseCrackMe,RaphDev,Unix/linux etc.,x86-64,C/C++,1.5483870967741935,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f6533c5d40ad448cbc2,https://crackmes.one/crackme/5ab77f6533c5d40ad448cbc2,crackme.02.32 by geyslan,crackmes.de,Unix/linux etc.,x86,C/C++,3.0,False,,multiple_valid_answers,full,safe,name+serial,True,Anti-debugging; Anti-disassembly,ptrace (Linux),,,Junk / garbage bytes; Malformed PE / bad bytes (UD2),,,high
690cdb672d267f28f69b7bbf,https://crackmes.one/crackme/690cdb672d267f28f69b7bbf,Very hard antidebug +10 antisystem,Bobx,Windows,x86-64,C/C++,1.8571428571428572,True,CR4CK_TH15_M3G4_H4RD_2024!,n_a,,,,,Anti-debugging; String / data encryption,,,,,,XOR,high
5ab77f6533c5d40ad448cbad,https://crackmes.one/crackme/5ab77f6533c5d40ad448cbad,s_crackme by sebdraluorg,crackmes.de,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f5b33c5d40ad448c5c4,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c5c4,tweetys_serialme by tweety100,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f6333c5d40ad448ca23,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca23,thales_keygenme_2 by bublic,crackmes.de,Windows,x86,C/C++,6.0,False,,keygen_algorithmic,failed,,,,,,,,,,,high
672c708e9b533b4c22bd2677,https://crackmes.one/crackme/672c708e9b533b4c22bd2677,Rage's AES crackme,Ragekill3377,Unix/linux etc.,x86-64,C/C++,2.3333333333333335,True,1111001,n_a,,,,,Anti-debugging; Crypto / hash algorithm; String / data encryption,,,,,AES,AES,high
5ab77f5533c5d40ad448c1ed,https://crackmes.one/crackme/5ab77f5533c5d40ad448c1ed,keygenme_1___n0seb by n0ise,crackmes.de,Unspecified/other,x86,Unspecified/other,4.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Packer,,UPX,,,,,high
5f181ff233c5d42a7c667a95,https://crackmes.one/crackme/5f181ff233c5d42a7c667a95,Keygenme - Muldimalph,guardianlamp,Unix/linux etc.,x86-64,C/C++,2.6666666666666665,False,,keygen_algorithmic,partial,quarantined_unsupported,unknown,False,,,,,,,,high
68b9a2228fac2855fe6fbaf3,https://crackmes.one/crackme/68b9a2228fac2855fe6fbaf3,Tiempo Oculto,snugpadd,Multiplatform,x86-64,C/C++,2.0,True,ASOC{l4_cl4v3_3st4_3n_3l_c0d1g0},n_a,,,,,,,,,,,,high
5fda4fa433c5d41f64dee37b,https://crackmes.one/crackme/5fda4fa433c5d41f64dee37b,lockcode,SilentWraith,Unix/linux etc.,x86-64,C/C++,1.75,False,,any_input_matches_pattern,full,safe,name+serial,True,,,,,,,,high
5ab77f6633c5d40ad448cc44,https://crackmes.one/crackme/5ab77f6633c5d40ad448cc44,crackme.happytown.vc.0029 by happytown,crackmes.de,Windows,x86,C/C++,3.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
69e2a353471059af19ad0951,https://crackmes.one/crackme/69e2a353471059af19ad0951,ZWARE,MAS,Windows,x86-64,C/C++,4.0,True,zplus{I_WaZ_Too_Lazy},n_a,partial,safe,name+serial,True,Code virtualization / VM,,,,,,,high
69c65c6ef2d49d8512f64b88,https://crackmes.one/crackme/69c65c6ef2d49d8512f64b88,KeyGenMe!,casam,Windows,x86-64,C/C++,3.3333333333333335,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,IsDebuggerPresent,,,,,,high
5ab77f6533c5d40ad448cb92,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb92,keygenme2 by thigo,crackmes.de,Unspecified/other,x86,Unspecified/other,6.0,False,,keygen_algorithmic,partial,safe,name+serial,False,Crypto / hash algorithm; Packer; String / data encryption,,,,,Blowfish; MD5; SHA-1,XOR,high
6860c36faadb6eeafb398db3,https://crackmes.one/crackme/6860c36faadb6eeafb398db3,Impossible(ish) CrackMe challenge V2,hmx78912,Windows,x86-64,C/C++,2.5,True,awesome123,n_a,,,,,Anti-debugging,,,,,,,high
5ab77f6033c5d40ad448c8a9,https://crackmes.one/crackme/5ab77f6033c5d40ad448c8a9,aurora by encrypto,crackmes.de,Windows,x86,Borland Delphi,5.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f5e33c5d40ad448c73d,https://crackmes.one/crackme/5ab77f5e33c5d40ad448c73d,crackme03 by deurus,crackmes.de,Windows,x86,Borland Delphi,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5633c5d40ad448c2b0,https://crackmes.one/crackme/5ab77f5633c5d40ad448c2b0,gulcrackme_1 by gul,crackmes.de,Windows,x86,C/C++,2.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f5533c5d40ad448c220,https://crackmes.one/crackme/5ab77f5533c5d40ad448c220,shortcut by kkr_we_rule,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
6a4088b1a4b247348ae806dc,https://crackmes.one/crackme/6a4088b1a4b247348ae806dc,67,harvest,Windows,x86-64,C/C++,4.0,True,iamasillykitten,n_a,,,,,Anti-debugging; Anti-disassembly; Control-flow obfuscation,,,Control-flow flattening (CFF); Spaghetti / junk-branch,Opaque predicates,,,high
5ab77f6333c5d40ad448ca1a,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca1a,soxcrackme5 by the_sox,crackmes.de,Windows,x86,.NET,1.0,False,,other,,,,,,,,,,,,high
5ab77f5833c5d40ad448c416,https://crackmes.one/crackme/5ab77f5833c5d40ad448c416,alpha.zeta by the_mutable,crackmes.de,Windows,x86,C/C++,4.0,False,,keygen_algorithmic,none,safe,name+serial,False,Anti-debugging; Anti-disassembly; Self-modifying / runtime decrypt; String / data encryption,Debugger/tool window detection; Exception-based (SEH/VEH/INT2D); Timing (rdtsc/GetTickCount),,,Junk / garbage bytes,,XOR,high
68be3593224c0ec5dcedbe2d,https://crackmes.one/crackme/68be3593224c0ec5dcedbe2d,passfind,meist,Windows,x86-64,C/C++,1.03125,True,1504,n_a,,,,,,,,,,,,high
61f9985033c5d46c8bcbfb4a,https://crackmes.one/crackme/61f9985033c5d46c8bcbfb4a,crack watashi if kannst :),unknownreverser,Windows,x86,.NET,1.8095238095238095,True,kekstra:topkek,n_a,,,,,,,,,,,,high
5ab77f5a33c5d40ad448c4f4,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c4f4,first_keygenme by nova,crackmes.de,Windows,x86,.NET,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f6333c5d40ad448ca8a,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca8a,easy_linux_crackme by lord,crackmes.de,Unix/linux etc.,x86,Assembler,1.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f6633c5d40ad448cbde,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbde,delphi_crackme by flasher,crackmes.de,Unspecified/other,x86,Borland Delphi,3.0,True,66511818-630035424,n_a,,,,,,,,,,,,high
64e91b92d931496abf9091e3,https://crackmes.one/crackme/64e91b92d931496abf9091e3,Find password,ithawk,Unix/linux etc.,x86-64,C/C++,1.9333333333333333,True,CTF{Gh1Dr4-4nD-5Tr4C3-15-H31L},n_a,,,,,Anti-debugging,ptrace (Linux),,,,,,high
5ab77f6533c5d40ad448cbb7,https://crackmes.one/crackme/5ab77f6533c5d40ad448cbb7,atra_1.2 by saitob,crackmes.de,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Anti-debugging,Debugger/tool window detection,,,,,,high
69523463044ecfaf9923f9c5,https://crackmes.one/crackme/69523463044ecfaf9923f9c5,BeginnerFriendly,BadEngineer,Windows,x86-64,C/C++,1.5,False,,any_input_matches_pattern,,,,,Anti-debugging,IsDebuggerPresent,,,,,,high
5ab77f5f33c5d40ad448c7fd,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7fd,crackme_1__helldashx by helldashx,crackmes.de,Windows,x86,(Visual) Basic,3.0,False,,keygen_algorithmic,,,,,Anti-debugging; Code virtualization / VM; Packer; String / data encryption,,FSG; Other named (Morphine/Neolite/PEtite…),,,,,high
69595efb95d06e8c3695998f,https://crackmes.one/crackme/69595efb95d06e8c3695998f,Find correct key,deo,Windows,x86-64,C/C++,4.75,True,23623e23623e23623e23623e23623e23623e23623e23623e,n_a,,,,,Code virtualization / VM,,,,,,,high
5c8d45c333c5d4776a837ec2,https://crackmes.one/crackme/5c8d45c333c5d4776a837ec2,Keygen Practice,inxaneninja,Unix/linux etc.,x86-64,C/C++,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f5333c5d40ad448c117,https://crackmes.one/crackme/5ab77f5333c5d40ad448c117,keygen_rivendel by tryger,crackmes.de,Unix/linux etc.,x86,C/C++,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,Anti-debugging; Anti-disassembly,ptrace (Linux),,,Malformed PE / bad bytes (UD2),,,high
66a4193c90c4c2830c82113e,https://crackmes.one/crackme/66a4193c90c4c2830c82113e,Crackme protect,MarcusHindey,Windows,x86-64,.NET,3.0,True,m4rcuzCrack,n_a,,,,,Custom / generic obfuscation,,,,,,,high
601fb3e133c5d42c3d016986,https://crackmes.one/crackme/601fb3e133c5d42c3d016986,Bed's Crack Me,ItzAqua,Windows,x86,.NET,3.5,True,06277a852e979af7f8bb721421b0acd9,n_a,,,,,,,,,,,,high
69cc0fa13e328e778db052a7,https://crackmes.one/crackme/69cc0fa13e328e778db052a7,Adversarial Mind,White_Canary,Windows,x86-64,C/C++,1.7142857142857142,True,UEFTU1dPUkR7ZmFsc2VfcGFzc3dvcmR9,n_a,,,,,Control-flow obfuscation; Crypto / hash algorithm; Encoding (base64/hex); String / data encryption,,,Control-flow flattening (CFF); State machine / dispatcher,,Base64,Base64,high
5ab77f5e33c5d40ad448c748,https://crackmes.one/crackme/5ab77f5e33c5d40ad448c748,jamesscrackme by jamesinuk,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5f33c5d40ad448c7d9,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7d9,keygenme_8_s3rh47 by s3rh47,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f6333c5d40ad448ca91,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca91,bx_keygenme1 by biex,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5bd1d1bb33c5d4110a29b31e,https://crackmes.one/crackme/5bd1d1bb33c5d4110a29b31e,Obfuscation1,s4r,Unix/linux etc.,x86,C/C++,4.0,True,MBA-Master,n_a,,,,,Anti-debugging; Anti-disassembly; Control-flow obfuscation,,,,Junk / garbage bytes,,,high
5ab77f5433c5d40ad448c1d6,https://crackmes.one/crackme/5ab77f5433c5d40ad448c1d6,the_thing by prout,crackmes.de,Unix/linux etc.,x86,C/C++,3.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,ptrace (Linux),,,,,,high
5ab77f5733c5d40ad448c34e,https://crackmes.one/crackme/5ab77f5733c5d40ad448c34e,sweeet_dreamz_v2.0 by 2sweeet,crackmes.de,Unspecified/other,x86,Unspecified/other,3.0,True,1e1eG0Nn4h,n_a,,,,,Packer,,UPX,,,,,high
5ab77f5833c5d40ad448c407,https://crackmes.one/crackme/5ab77f5833c5d40ad448c407,derokos_dump_me by deroko,crackmes.de,Windows 2000/XP only,x86,Assembler,3.0,False,,patch_or_enable_me,,,,,Anti-debugging; Anti-disassembly; Import / API obfuscation; Packer; Self-modifying / runtime decrypt,Exception-based (SEH/VEH/INT2D); Hardware breakpoints (DRx); INT3 / 0xCC breakpoint scan,,,,,,high
5ab77f6633c5d40ad448cbfd,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbfd,crackme_15lug2015 by shindanaide,crackmes.de,Multiplatform,java,Java,1.0,True,10434,n_a,full,safe,name+serial,False,,,,,,,,high
5ab77f5933c5d40ad448c42e,https://crackmes.one/crackme/5ab77f5933c5d40ad448c42e,xcryptokgnme_1 by xspider,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,partial,safe,name+serial,False,Crypto / hash algorithm,,,,,Blowfish; MD5,,high
5ab77f6333c5d40ad448ca55,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca55,crackme_2 by frogger,crackmes.de,Unspecified/other,x86,(Visual) Basic,4.0,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f6233c5d40ad448c9af,https://crackmes.one/crackme/5ab77f6233c5d40ad448c9af,crackme_very_hard by the_alemao,crackmes.de,Windows,x86,Borland Delphi,2.0,True,BRCRACKERS - SINCE 1997 ;),n_a,,,,,Anti-debugging; Control-flow obfuscation; Import / API obfuscation; Self-modifying / runtime decrypt; String / data encryption,Debugger/tool window detection; INT3 / 0xCC breakpoint scan; IsDebuggerPresent; Timing (rdtsc/GetTickCount),,,,,XOR,high
5ab77f6133c5d40ad448c8ed,https://crackmes.one/crackme/5ab77f6133c5d40ad448c8ed,hmx0101s_crackme_5 by hmx0101,crackmes.de,Windows 2000/XP only,x86,Borland Delphi,1.0,False,,patch_or_enable_me,,,,,String / data encryption,,,,,,,high
5ab77f6433c5d40ad448cae6,https://crackmes.one/crackme/5ab77f6433c5d40ad448cae6,crackme_2 by andrewl.us,crackmes.de,Windows,x86,C/C++,1.0,True,ALLDAYGAY,n_a,,,,,Anti-debugging; String / data encryption,INT3 / 0xCC breakpoint scan,,,,,XOR,high
5ab77f6233c5d40ad448c9ab,https://crackmes.one/crackme/5ab77f6233c5d40ad448c9ab,vb_.net_crackme by hackergy,crackmes.de,Unspecified/other,x86,(Visual) Basic,1.0,True,The first .Net crackme,n_a,,,,,,,,,,,,high
660db9ffcddae72ae250c0ea,https://crackmes.one/crackme/660db9ffcddae72ae250c0ea,First crackMe in C++,ohusq,Windows,x86-64,C/C++,3.0,True,yallGayAsf,n_a,,,,,,,,,,,,high
5ab77f5a33c5d40ad448c528,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c528,neslevel1 by caos1986,crackmes.de,Unspecified/other,other,Assembler,3.0,True,4218,n_a,,,,,,,,,,,,high
5ab77f5833c5d40ad448c392,https://crackmes.one/crackme/5ab77f5833c5d40ad448c392,jammmie999s_crackme by jammmie999,crackmes.de,Windows,x86,.NET,2.0,True,UDTUS-T1WBX-55IWX-X55TX-3X5M0,n_a,,,,,,,,,,,,high
5ab77f6133c5d40ad448c956,https://crackmes.one/crackme/5ab77f6133c5d40ad448c956,elfz_crackme_2_naughty_again by elfz,crackmes.de,Windows,x86,Assembler,2.0,True,magic,n_a,full,safe,name+serial,True,Anti-debugging,Exception-based (SEH/VEH/INT2D),,,,,,high
5ab77f5b33c5d40ad448c590,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c590,density by anasazi,crackmes.de,Windows,x86,C/C++,2.0,False,,patch_or_enable_me,,,,,Anti-debugging,Debugger/tool window detection,,,,,,high
62de952533c5d44a934e997b,https://crackmes.one/crackme/62de952533c5d44a934e997b,C File CrackMe,RedXen,Windows,x86,C/C++,1.3636363636363635,True,W269N-WFGWX-YVC9B-4J6C9-T83GX,n_a,,,,,,,,,,,,high
5ab77f5b33c5d40ad448c57b,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c57b,keygen_me_n2_by_devilz by devilz,crackmes.de,Unspecified/other,x86,Unspecified/other,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Packer,,ASPack,,,,,high
5d22b9d833c5d410dc4d0c9f,https://crackmes.one/crackme/5d22b9d833c5d410dc4d0c9f,Listen To Your Heart,growlnx,Unix/linux etc.,x86-64,C/C++,2.5,False,,not_a_secret_challenge,,,,,,,,,,,,high
5ab77f6633c5d40ad448cc22,https://crackmes.one/crackme/5ab77f6633c5d40ad448cc22,crackme by twist,crackmes.de,Windows,x86,(Visual) Basic,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
67f2c4369397ab808f9ae36b,https://crackmes.one/crackme/67f2c4369397ab808f9ae36b,fearme v1,fearme,Windows,x86,C/C++,4.5,False,,keygen_algorithmic,,,,,,,,,,,,high
5ef3ba9e33c5d4285070938b,https://crackmes.one/crackme/5ef3ba9e33c5d4285070938b,Pass verification,mrmtg,Unix/linux etc.,x86-64,C/C++,3.0,True,,n_a,,,,,,,,,,,,low
5ab77f6533c5d40ad448cb57,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb57,xzzxcrackme3 by xzzx,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-disassembly; String / data encryption,,,,Junk / garbage bytes,,XOR,high
5ab77f6533c5d40ad448cb9c,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb9c,cryptome_.net_1 by subminking,crackmes.de,Windows,x86,.NET,4.0,False,,patch_or_enable_me,,,,,Anti-tamper / integrity; Crypto / hash algorithm; Custom / generic obfuscation; Encoding (base64/hex); Packer; String / data encryption,,MPRESS,,,Base64; RSA,Base64,high
5ab77f5a33c5d40ad448c4e5,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c4e5,excepted by theaifam5,crackmes.de,Windows,x86,C/C++,3.0,True,Expect the unexpected,n_a,full,safe,name+serial,False,Anti-debugging; String / data encryption,CheckRemoteDebuggerPresent; PEB BeingDebugged / NtGlobalFlag,,,,,XOR,high
5ab77f5933c5d40ad448c43b,https://crackmes.one/crackme/5ab77f5933c5d40ad448c43b,cryptok_keygenme_3 by profdracula,crackmes.de,Windows,x86,Unspecified/other,3.0,False,,keygen_algorithmic,partial,safe,name+serial,False,Anti-debugging; Self-modifying / runtime decrypt; String / data encryption,Exception-based (SEH/VEH/INT2D); PEB BeingDebugged / NtGlobalFlag,,,,,,high
64a06bac33c5d460c17f1f59,https://crackmes.one/crackme/64a06bac33c5d460c17f1f59,Lizz by Lucas0001,Lucas0001,Windows,x86-64,C/C++,2.0,True,ABCDEFGH,n_a,,,,,,,,,,,,high
622df8e133c5d46c8bcc028d,https://crackmes.one/crackme/622df8e133c5d46c8bcc028d,A bit of obfuscation,badryuner,Windows,x86-64,.NET,3.5,False,,multiple_valid_answers,,,,,,,,,,,,medium
63adfae933c5d43ab4ecf1cc,https://crackmes.one/crackme/63adfae933c5d43ab4ecf1cc,Kolay One!,hitTman,Windows,x86,Borland Delphi,2.5,False,,any_input_matches_pattern,partial,safe,name+serial,True,,,,,,,,high
5ab77f6033c5d40ad448c896,https://crackmes.one/crackme/5ab77f6033c5d40ad448c896,keygenme_v1.9 by greedy_fly,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f6533c5d40ad448cb95,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb95,icegold_keygen_1 by leo,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
6a1608d1d7ff92e1214c01f5,https://crackmes.one/crackme/6a1608d1d7ff92e1214c01f5,first golang crackme,SimbaHDD,Windows,x86-64,Go,1.0,True,simba123,n_a,,,,,,,,,,,,high
5f1ec95e33c5d42a7c667b0e,https://crackmes.one/crackme/5f1ec95e33c5d42a7c667b0e,no strings attached,cryptexx,Windows,x86,C/C++,4.0,True,encrypted-c-string,n_a,,,,,String / data encryption,,,,,,,high
5ab77f5633c5d40ad448c29e,https://crackmes.one/crackme/5ab77f5633c5d40ad448c29e,matrix_acid_crack by acid_crack,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,True,151202,n_a,,,,,Code virtualization / VM,,,,,,,high
5ab77f5f33c5d40ad448c818,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c818,crack_me_1.6_rj by arashrj,crackmes.de,Windows,x86,(Visual) Basic,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging; Crypto / hash algorithm,,,,,MD5,,high
5ab77f5b33c5d40ad448c5ef,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c5ef,gabrus666_crackme1 by gabrus666,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f5333c5d40ad448c0d0,https://crackmes.one/crackme/5ab77f5333c5d40ad448c0d0,kgm1tal by taliesin,crackmes.de,Windows 2000/XP only,x86,Assembler,3.6666666666666665,False,,keygen_algorithmic,partial,safe,name+serial,False,Anti-debugging,INT3 / 0xCC breakpoint scan,,,,,,high
5ab77f5f33c5d40ad448c7d6,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7d6,lambda_keygenme by ruev,crackmes.de,Windows,x86,C/C++,4.0,False,,keygen_algorithmic,full,safe,name+serial,True,Code virtualization / VM,,,,,,,high
5fa94bb233c5d424269a17b7,https://crackmes.one/crackme/5fa94bb233c5d424269a17b7,Personal Safe,LubimPiskoty,Unix/linux etc.,x86-64,Assembler,2.142857142857143,False,,multiple_valid_answers,full,safe,name+serial,False,,,,,,,,high
5ab77f6233c5d40ad448c9c1,https://crackmes.one/crackme/5ab77f6233c5d40ad448c9c1,crackme2 by timeleg,crackmes.de,Windows,x86,.NET,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f6033c5d40ad448c841,https://crackmes.one/crackme/5ab77f6033c5d40ad448c841,chili_crackme_11_by_witeg by witeg,crackmes.de,Windows,x86,Assembler,6.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,medium
5ab77f5733c5d40ad448c349,https://crackmes.one/crackme/5ab77f5733c5d40ad448c349,justafewnumbers by obnoxious,crackmes.de,Windows,x86,.NET,2.0,True,12 20 10 14 35 35 10 12 20 35 14,n_a,,,,,,,,,,,,high
5ab77f5933c5d40ad448c48a,https://crackmes.one/crackme/5ab77f5933c5d40ad448c48a,crackme_1 by batman10,crackmes.de,Unix/linux etc.,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f6533c5d40ad448cbc5,https://crackmes.one/crackme/5ab77f6533c5d40ad448cbc5,the_xor_algorithm by ksydfius,crackmes.de,Windows,x86,Assembler,1.0,True,science_m00nlight,n_a,full,safe,name+serial,False,,,,,,,,high
5d1a37a233c5d410dc4d0c3f,https://crackmes.one/crackme/5d1a37a233c5d410dc4d0c3f,Crackme not main,kawaii-flesh,Unix/linux etc.,x86-64,C/C++,2.3333333333333335,True,1413567809,n_a,,,,,,,,,,,,high
69218b532d267f28f69b7fd3,https://crackmes.one/crackme/69218b532d267f28f69b7fd3,Time-Locked Authentication,zaq3m1hjx@mozmail.com,Unix/linux etc.,x86,C/C++,2.5,False,,patch_or_enable_me,,,,,,,,,,,,high
5aee3c5133c5d41ac64b492c,https://crackmes.one/crackme/5aee3c5133c5d41ac64b492c,Realist KeygenMe 1,Bakasura,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f5d33c5d40ad448c6bf,https://crackmes.one/crackme/5ab77f5d33c5d40ad448c6bf,average_baby by geeko,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f5e33c5d40ad448c745,https://crackmes.one/crackme/5ab77f5e33c5d40ad448c745,keygen by tvk6843,crackmes.de,Unix/linux etc.,x86,C/C++,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5433c5d40ad448c16c,https://crackmes.one/crackme/5ab77f5433c5d40ad448c16c,insipid_v4 by veneta,crackmes.de,Windows,x86,Assembler,4.0,False,,keygen_algorithmic,failed,,,,Crypto / hash algorithm; String / data encryption,,,,,RC4; RSA; SHA-1,RC4,high
5ab77f6033c5d40ad448c85f,https://crackmes.one/crackme/5ab77f6033c5d40ad448c85f,deux039s_crackme6 by d3ux,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,True,ACEGIKMOQ,n_a,,,,,Anti-debugging,Debugger/tool window detection,,,,,,high
5ab77f5c33c5d40ad448c5f5,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c5f5,flat by fantoibed,crackmes.de,Unspecified/other,x86,Unspecified/other,3.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Packer,,UPX,,,,,high
65647c790f4238b24302bf54,https://crackmes.one/crackme/65647c790f4238b24302bf54,Bubo,qewri,Windows,x86-64,C/C++,2.0,True,1304ckletlqgjnbo,n_a,,,,,,,,,,,,high
6612e2accddae72ae250c2ee,https://crackmes.one/crackme/6612e2accddae72ae250c2ee,AsTinyAsHard (2.5 kb crackme),DosX,Windows,x86,C/C++,3.5555555555555554,True,x392515,n_a,,,,,Control-flow obfuscation; Import / API obfuscation,,,,,,,high
62122b9d33c5d46c8bcbff02,https://crackmes.one/crackme/62122b9d33c5d46c8bcbff02,KeygenMe-01,Danofred,Windows,x86-64,C/C++,2.4,False,,keygen_algorithmic,,,,,Packer,,UPX,,,,,high
5ab77f5e33c5d40ad448c72b,https://crackmes.one/crackme/5ab77f5e33c5d40ad448c72b,gc_crackme_9 by czdrillard,crackmes.de,Unspecified/other,x86,Unspecified/other,3.0,False,,keygen_algorithmic,full,safe,name+serial,True,Packer,,UPX,,,,,high
5ab77f6633c5d40ad448cbe7,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbe7,crackme_3_by_nivel by nivel,crackmes.de,Windows,x86,C/C++,3.0,False,,multiple_valid_answers,,,,,Packer,,ASPack,,,,,high
6785bace4d850ac5f7dc51db,https://crackmes.one/crackme/6785bace4d850ac5f7dc51db,first crakme xor ,web3ex,Windows,x86,C/C++,2.0,False,,multiple_valid_answers,,,,,Anti-tamper / integrity; String / data encryption,,,,,,XOR,high
5ab77f6433c5d40ad448cae7,https://crackmes.one/crackme/5ab77f6433c5d40ad448cae7,upskirt by andrewl.us,crackmes.de,Windows,x86,C/C++,3.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f5633c5d40ad448c2c0,https://crackmes.one/crackme/5ab77f5633c5d40ad448c2c0,unique_code_crackme by qhf,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f6533c5d40ad448cb5f,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb5f,keygenme_1_synok by synok,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5b58ebc433c5d46b771434a7,https://crackmes.one/crackme/5b58ebc433c5d46b771434a7,fuckalight2,s4r,Unix/linux etc.,x86,Unspecified/other,5.0,True,,n_a,,,,,,,,,,,,high
